Iteration 3240, progress: 0%, best action: KKKKR, dices: 1,1,1,1,6
Iteration 7462, progress: 48.5082304526749%, best action: RRKRK, dices: 3,6,4,1,4
Iteration 4247, progress: 48.52109053497942%, best action: RRRKR, dices: 3,6,3,4,1
Iteration 4248, progress: 48.53395061728395%, best action: RRKRK, dices: 3,6,4,1,5
Iteration 2897, progress: 48.54681069958848%, best action: KRKKK, dices: 3,6,3,1,3
Iteration 949, progress: 48.559670781893004%, best action: RRRKK, dices: 3,6,3,4,4
Iteration 2898, progress: 48.57253086419753%, best action: KRRRR, dices: 3,6,4,2,1
Iteration 5485, progress: 48.58539094650205%, best action: KRRRK, dices: 3,6,3,5,2
Iteration 2245, progress: 48.59825102880658%, best action: KRKRK, dices: 3,6,3,6,3
Iteration 4847, progress: 48.61111111111111%, best action: RKKRR, dices: 3,6,4,1,1
Iteration 1624, progress: 48.62397119341564%, best action: KKRKR, dices: 3,6,4,1,2
Iteration 4848, progress: 48.63683127572017%, best action: RKRRK, dices: 3,6,4,2,6
Iteration 4849, progress: 48.6496913580247%, best action: KRRKR, dices: 3,6,4,3,2
Iteration 3571, progress: 48.66255144032922%, best action: KRRRR, dices: 3,6,4,1,3
Iteration 3572, progress: 48.675411522633745%, best action: KRKKR, dices: 3,6,4,3,4
Iteration 3573, progress: 48.68827160493827%, best action: KRRKR, dices: 3,6,4,3,5
Iteration 6783, progress: 48.7011316872428%, best action: KRKKK, dices: 3,6,3,5,3
Iteration 6784, progress: 48.71399176954733%, best action: RRKKR, dices: 3,6,4,4,1
Iteration 6104, progress: 48.726851851851855%, best action: KKRKK, dices: 3,6,3,6,2
Iteration 326, progress: 48.739711934156375%, best action: KKKKR, dices: 3,6,3,6,4
Iteration 4249, progress: 48.7525720164609%, best action: RKKRK, dices: 3,6,4,1,6
Iteration 4250, progress: 48.76543209876543%, best action: RRKKR, dices: 3,6,4,4,5
Iteration 950, progress: 48.77829218106996%, best action: KRKRK, dices: 3,6,4,2,2
Iteration 7463, progress: 48.791152263374485%, best action: KRRRR, dices: 3,6,4,5,1
Iteration 951, progress: 48.80401234567901%, best action: KKKKK, dices: 3,6,4,5,2
Iteration 952, progress: 48.81687242798354%, best action: RKKRK, dices: 3,6,4,5,4
Iteration 953, progress: 48.82973251028807%, best action: RRRKK, dices: 3,6,4,5,5
Iteration 954, progress: 48.842592592592595%, best action: RKRRK, dices: 3,6,4,5,6
Iteration 7464, progress: 48.85545267489712%, best action: KRRRK, dices: 3,6,4,5,3
Iteration 2899, progress: 48.86831275720165%, best action: KRRRK, dices: 3,6,4,2,3
Iteration 2246, progress: 48.88117283950617%, best action: KRRRR, dices: 3,6,4,2,5
Iteration 1625, progress: 48.8940329218107%, best action: KKKRR, dices: 3,6,4,3,1
Iteration 1626, progress: 48.906893004115226%, best action: RKKKK, dices: 3,6,4,6,4
Iteration 4850, progress: 48.91975308641975%, best action: KRRKK, dices: 3,6,4,3,3
Iteration 1627, progress: 48.93261316872428%, best action: RKKKR, dices: 3,6,4,6,5
Iteration 1628, progress: 48.94547325102881%, best action: RRRKK, dices: 3,6,5,1,1
Iteration 1629, progress: 48.95833333333333%, best action: KKRRR, dices: 3,6,5,1,2
Iteration 1630, progress: 48.971193415637856%, best action: KRRRK, dices: 3,6,5,1,3
Iteration 3574, progress: 48.984053497942384%, best action: KRRKR, dices: 3,6,4,3,6
Iteration 1631, progress: 48.99691358024691%, best action: RRKKK, dices: 3,6,5,1,5
Iteration 2247, progress: 49.009773662551446%, best action: RRRRK, dices: 3,6,5,1,4
Iteration 1632, progress: 49.022633744855966%, best action: RKRKK, dices: 3,6,5,1,6
Iteration 2248, progress: 49.035493827160494%, best action: KRRRR, dices: 3,6,5,2,1
Iteration 1633, progress: 49.04835390946502%, best action: KRRKK, dices: 3,6,5,2,2
Iteration 5486, progress: 49.06121399176955%, best action: RRKKK, dices: 3,6,4,2,4
Iteration 3575, progress: 49.074074074074076%, best action: RRKRK, dices: 3,6,5,2,5
Iteration 4251, progress: 49.086934156378604%, best action: RRKKR, dices: 3,6,4,4,6
Iteration 4252, progress: 49.099794238683124%, best action: KRRKK, dices: 3,6,5,3,1
Iteration 4253, progress: 49.11265432098765%, best action: KRRKK, dices: 3,6,5,3,2
Iteration 4254, progress: 49.12551440329218%, best action: KRRKK, dices: 3,6,5,3,3
Iteration 955, progress: 49.13837448559671%, best action: RKKKR, dices: 3,6,4,6,1
Iteration 956, progress: 49.151234567901234%, best action: KRKKK, dices: 3,6,5,3,5
Iteration 6785, progress: 49.16409465020576%, best action: RKRKK, dices: 3,6,4,4,2
Iteration 7465, progress: 49.17695473251029%, best action: RKKRK, dices: 3,6,4,6,2
Iteration 7466, progress: 49.18981481481482%, best action: KKKKK, dices: 3,6,5,4,2
Iteration 6105, progress: 49.202674897119344%, best action: RKRKK, dices: 3,6,4,4,3
Iteration 6106, progress: 49.21553497942387%, best action: RRRKK, dices: 3,6,5,4,4
Iteration 7467, progress: 49.2283950617284%, best action: KRKRK, dices: 3,6,5,4,3
Iteration 327, progress: 49.24125514403292%, best action: RKKKK, dices: 3,6,4,4,4
Iteration 328, progress: 49.25411522633745%, best action: RRKKK, dices: 3,6,5,5,1
Iteration 7468, progress: 49.266975308641975%, best action: KRKRR, dices: 3,6,5,4,6
Iteration 4851, progress: 49.2798353909465%, best action: RRKKK, dices: 3,6,4,6,6
Iteration 2249, progress: 49.29269547325103%, best action: KRKRR, dices: 3,6,5,2,3
Iteration 2250, progress: 49.30555555555556%, best action: RRKKK, dices: 3,6,5,5,5
Iteration 1634, progress: 49.31841563786008%, best action: RKRRK, dices: 3,6,5,2,4
Iteration 2900, progress: 49.331275720164605%, best action: RRKRK, dices: 3,6,4,6,3
Iteration 2901, progress: 49.34413580246913%, best action: RKKKR, dices: 3,6,5,6,2
Iteration 2902, progress: 49.35699588477366%, best action: KKRKK, dices: 3,6,5,6,3
Iteration 2903, progress: 49.369855967078195%, best action: RKRKR, dices: 3,6,5,6,4
Iteration 1635, progress: 49.382716049382715%, best action: RKRKR, dices: 3,6,5,6,1
Iteration 2904, progress: 49.39557613168724%, best action: RKKRK, dices: 3,6,5,6,5
Iteration 2905, progress: 49.40843621399177%, best action: RKKKK, dices: 3,6,6,1,1
Iteration 5487, progress: 49.4212962962963%, best action: RKKRR, dices: 3,6,5,3,4
Iteration 957, progress: 49.434156378600825%, best action: RKRRK, dices: 3,6,5,3,6
Iteration 958, progress: 49.44701646090535%, best action: RKKRR, dices: 3,6,6,1,4
Iteration 959, progress: 49.45987654320987%, best action: RKKRR, dices: 3,6,6,1,5
Iteration 3576, progress: 49.4727366255144%, best action: RRKRR, dices: 3,6,5,2,6
Iteration 3577, progress: 49.48559670781893%, best action: RKKRR, dices: 3,6,6,2,1
Iteration 7469, progress: 49.498456790123456%, best action: KRRRK, dices: 3,6,5,5,3
Iteration 3578, progress: 49.51131687242798%, best action: RKKKK, dices: 3,6,6,2,2
Iteration 3579, progress: 49.52417695473251%, best action: RRKRR, dices: 3,6,6,2,4
Iteration 3580, progress: 49.53703703703704%, best action: RKKKR, dices: 3,6,6,2,5
Iteration 3581, progress: 49.549897119341566%, best action: RKKRK, dices: 3,6,6,2,6
Iteration 3582, progress: 49.56275720164609%, best action: KRRKR, dices: 3,6,6,3,1
Iteration 6786, progress: 49.57561728395062%, best action: RKKKR, dices: 3,6,5,4,1
Iteration 6787, progress: 49.58847736625515%, best action: KRKKK, dices: 3,6,6,3,3
Iteration 6107, progress: 49.60133744855967%, best action: KKKRK, dices: 3,6,5,4,5
Iteration 329, progress: 49.614197530864196%, best action: KRKKK, dices: 3,6,5,5,2
Iteration 6788, progress: 49.62705761316872%, best action: RKKRR, dices: 3,6,6,3,4
Iteration 6789, progress: 49.63991769547325%, best action: RKKRR, dices: 3,6,6,4,1
Iteration 6790, progress: 49.65277777777778%, best action: RKKRR, dices: 3,6,6,4,2
Iteration 4852, progress: 49.665637860082306%, best action: KRRKR, dices: 3,6,5,5,4
Iteration 6791, progress: 49.67849794238683%, best action: KKKRK, dices: 3,6,6,4,3
Iteration 6792, progress: 49.691358024691354%, best action: RKKRR, dices: 3,6,6,4,5
Iteration 4853, progress: 49.70421810699588%, best action: RKRKK, dices: 3,6,6,4,4
Iteration 6793, progress: 49.71707818930041%, best action: RKKRK, dices: 3,6,6,4,6
Iteration 6794, progress: 49.72993827160494%, best action: RRRRK, dices: 3,6,6,5,2
Iteration 2251, progress: 49.742798353909464%, best action: RKRKR, dices: 3,6,5,5,6
Iteration 2252, progress: 49.75565843621399%, best action: RKKKR, dices: 3,6,6,5,4
Iteration 2253, progress: 49.76851851851852%, best action: RKKKK, dices: 3,6,6,5,5
Iteration 1636, progress: 49.78137860082305%, best action: RKRKK, dices: 3,6,5,6,6
Iteration 2254, progress: 49.794238683127574%, best action: RKKRK, dices: 3,6,6,5,6
Iteration 2255, progress: 49.8070987654321%, best action: RKKKK, dices: 3,6,6,6,2
Iteration 2256, progress: 49.81995884773662%, best action: KKKKK, dices: 3,6,6,6,3
Iteration 2257, progress: 49.83281893004115%, best action: RKKKR, dices: 3,6,6,6,4
Iteration 5488, progress: 49.84567901234568%, best action: KKKRR, dices: 3,6,6,1,3
Iteration 5489, progress: 49.858539094650205%, best action: KKKKK, dices: 3,6,6,6,6
Iteration 2906, progress: 49.87139917695473%, best action: KRRKR, dices: 3,6,6,1,2
Iteration 2907, progress: 49.88425925925926%, best action: RKKKR, dices: 4,1,1,1,2
Iteration 960, progress: 49.89711934156379%, best action: RKKRK, dices: 3,6,6,1,6
Iteration 2908, progress: 49.909979423868315%, best action: RKKKR, dices: 4,1,1,1,3
Iteration 2909, progress: 49.92283950617284%, best action: KKKKR, dices: 4,1,1,1,5
Iteration 7470, progress: 49.93569958847737%, best action: KKKKR, dices: 3,6,6,2,3
Iteration 7471, progress: 49.9485596707819%, best action: RKKRK, dices: 4,1,1,2,1
Iteration 7472, progress: 49.961419753086425%, best action: RKKKR, dices: 4,1,1,2,2
Iteration 4854, progress: 49.974279835390945%, best action: KKRKR, dices: 3,6,6,5,1
Iteration 4255, progress: 49.98713991769547%, best action: KKKRK, dices: 4,1,1,2,4
Iteration 4256, progress: 50%, best action: RKKKR, dices: 4,1,1,2,5
Iteration 4257, progress: 50.01286008230452%, best action: RKKRR, dices: 4,1,1,2,6
Iteration 3583, progress: 50.025720164609055%, best action: KRRKK, dices: 3,6,6,3,2
Iteration 1637, progress: 50.038580246913575%, best action: RKKKR, dices: 3,6,6,6,1
Iteration 2258, progress: 50.05144032921811%, best action: KKKKR, dices: 3,6,6,6,5
Iteration 6108, progress: 50.06430041152263%, best action: KRKRR, dices: 3,6,6,3,5
Iteration 6109, progress: 50.07716049382716%, best action: RKKRR, dices: 4,1,1,3,5
Iteration 330, progress: 50.090020576131685%, best action: RKKKK, dices: 3,6,6,3,6
Iteration 2259, progress: 50.10288065843621%, best action: KRRKK, dices: 4,1,1,3,4
Iteration 2260, progress: 50.11574074074075%, best action: KKKKR, dices: 4,1,1,4,2
Iteration 6110, progress: 50.12860082304527%, best action: KKKRR, dices: 4,1,1,3,6
Iteration 331, progress: 50.1414609053498%, best action: RKKRK, dices: 4,1,1,4,1
Iteration 332, progress: 50.15432098765432%, best action: KKKKR, dices: 4,1,1,4,5
Iteration 333, progress: 50.16718106995884%, best action: KKKKR, dices: 4,1,1,4,6
Iteration 334, progress: 50.18004115226338%, best action: RKKKK, dices: 4,1,1,5,1
Iteration 2261, progress: 50.1929012345679%, best action: KKRKR, dices: 4,1,1,4,3
Iteration 2262, progress: 50.20576131687243%, best action: RKKRR, dices: 4,1,1,5,3
Iteration 6111, progress: 50.21862139917695%, best action: KRRKK, dices: 4,1,1,4,4
Iteration 335, progress: 50.231481481481474%, best action: RKKKR, dices: 4,1,1,5,2
Iteration 5490, progress: 50.24434156378601%, best action: RRKKK, dices: 4,1,1,1,1
Iteration 6112, progress: 50.257201646090536%, best action: RKKRR, dices: 4,1,1,5,5
Iteration 6113, progress: 50.27006172839506%, best action: RKKRR, dices: 4,1,1,6,2
Iteration 6795, progress: 50.28292181069959%, best action: RKKRR, dices: 3,6,6,5,3
Iteration 6114, progress: 50.29578189300411%, best action: RKKRR, dices: 4,1,1,6,3
Iteration 6796, progress: 50.308641975308646%, best action: KRRRK, dices: 4,1,1,6,4
Iteration 6115, progress: 50.321502057613166%, best action: RKKRR, dices: 4,1,1,6,5
Iteration 6116, progress: 50.3343621399177%, best action: KKRKK, dices: 4,1,2,1,1
Iteration 961, progress: 50.34722222222222%, best action: KKKKR, dices: 4,1,1,1,4
Iteration 962, progress: 50.360082304526756%, best action: RKRKR, dices: 4,1,2,1,3
Iteration 7473, progress: 50.37294238683128%, best action: RKKKR, dices: 4,1,1,2,3
Iteration 2910, progress: 50.3858024691358%, best action: RKKKR, dices: 4,1,1,1,6
Iteration 2263, progress: 50.39866255144033%, best action: RKRKK, dices: 4,1,2,1,6
Iteration 4258, progress: 50.41152263374485%, best action: RKKRK, dices: 4,1,1,3,1
Iteration 1638, progress: 50.42438271604939%, best action: KKKRR, dices: 4,1,1,3,3
Iteration 1639, progress: 50.43724279835391%, best action: RRKKR, dices: 4,1,2,2,3
Iteration 4855, progress: 50.450102880658434%, best action: RRKKR, dices: 4,1,1,5,4
Iteration 4856, progress: 50.46296296296296%, best action: RRKKR, dices: 4,1,2,2,5
Iteration 5491, progress: 50.47582304526749%, best action: KKKKK, dices: 4,1,1,6,1
Iteration 5492, progress: 50.48868312757202%, best action: RKRRK, dices: 4,1,2,3,1
Iteration 3584, progress: 50.501543209876544%, best action: KRRKR, dices: 4,1,1,3,2
Iteration 963, progress: 50.514403292181065%, best action: RKRKK, dices: 4,1,2,1,4
Iteration 336, progress: 50.5272633744856%, best action: RKRRK, dices: 4,1,1,5,6
Iteration 7474, progress: 50.54012345679012%, best action: RRKRR, dices: 4,1,2,1,5
Iteration 7475, progress: 50.552983539094654%, best action: KRRRR, dices: 4,1,2,3,6
Iteration 7476, progress: 50.565843621399175%, best action: KKRKK, dices: 4,1,2,4,1
Iteration 7477, progress: 50.57870370370371%, best action: KRKRK, dices: 4,1,2,4,2
Iteration 7478, progress: 50.59156378600823%, best action: KRRKR, dices: 4,1,2,4,3
Iteration 2911, progress: 50.60442386831275%, best action: KRKKK, dices: 4,1,2,4,4
Iteration 6797, progress: 50.617283950617285%, best action: RKKRR, dices: 4,1,1,6,6
Iteration 6798, progress: 50.630144032921805%, best action: KRRKR, dices: 4,1,2,4,6
Iteration 7479, progress: 50.64300411522634%, best action: RKKKK, dices: 4,1,2,5,1
Iteration 6117, progress: 50.65586419753087%, best action: RKKRR, dices: 4,1,2,1,2
Iteration 7480, progress: 50.66872427983539%, best action: RRRRK, dices: 4,1,2,5,3
Iteration 6118, progress: 50.68158436213992%, best action: KRRRR, dices: 4,1,2,5,4
Iteration 7481, progress: 50.69444444444444%, best action: RRRKK, dices: 4,1,2,5,5
Iteration 7482, progress: 50.70730452674898%, best action: KRRRR, dices: 4,1,2,5,6
Iteration 7483, progress: 50.7201646090535%, best action: RKRRK, dices: 4,1,2,6,1
Iteration 7484, progress: 50.73302469135802%, best action: RRKRK, dices: 4,1,2,6,2
Iteration 4259, progress: 50.74588477366255%, best action: RRKKK, dices: 4,1,2,2,2
Iteration 4260, progress: 50.75874485596707%, best action: KRRRK, dices: 4,1,2,6,4
Iteration 1640, progress: 50.77160493827161%, best action: RRRRR, dices: 4,1,2,2,4
Iteration 1641, progress: 50.78446502057613%, best action: RRRKK, dices: 4,1,2,6,6
Iteration 4857, progress: 50.79732510288066%, best action: RRRKR, dices: 4,1,2,2,6
Iteration 4858, progress: 50.81018518518518%, best action: RKRKR, dices: 4,1,3,1,2
Iteration 5493, progress: 50.82304526748971%, best action: RRKRK, dices: 4,1,2,3,2
Iteration 5494, progress: 50.83590534979424%, best action: KKRKK, dices: 4,1,3,1,4
Iteration 5495, progress: 50.848765432098766%, best action: RKRKR, dices: 4,1,3,1,5
Iteration 2264, progress: 50.8616255144033%, best action: RKKKR, dices: 4,1,2,2,1
Iteration 2265, progress: 50.87448559670782%, best action: KKRRK, dices: 4,1,3,2,1
Iteration 2266, progress: 50.88734567901234%, best action: RRRKK, dices: 4,1,3,2,2
Iteration 2267, progress: 50.900205761316876%, best action: RRKRK, dices: 4,1,3,2,3
Iteration 2268, progress: 50.913065843621396%, best action: KRRKK, dices: 4,1,3,2,4
Iteration 3585, progress: 50.92592592592593%, best action: KRRRR, dices: 4,1,2,3,3
Iteration 964, progress: 50.93878600823045%, best action: RRKKR, dices: 4,1,2,3,4
Iteration 965, progress: 50.95164609053497%, best action: RKKKK, dices: 4,1,3,3,1
Iteration 337, progress: 50.964506172839506%, best action: KRKKK, dices: 4,1,2,3,5
Iteration 4261, progress: 50.97736625514403%, best action: KRRRR, dices: 4,1,2,6,5
Iteration 4262, progress: 50.99022633744856%, best action: KRKKK, dices: 4,1,3,3,4
Iteration 2912, progress: 51.00308641975309%, best action: KKKKR, dices: 4,1,2,4,5
Iteration 6799, progress: 51.015946502057616%, best action: KRRRK, dices: 4,1,2,5,2
Iteration 4263, progress: 51.028806584362144%, best action: KRKKR, dices: 4,1,3,3,5
Iteration 4264, progress: 51.041666666666664%, best action: RRKRR, dices: 4,1,3,4,2
Iteration 1642, progress: 51.0545267489712%, best action: RRRKK, dices: 4,1,3,1,1
Iteration 7485, progress: 51.06738683127572%, best action: RKKKR, dices: 4,1,2,6,3
Iteration 7486, progress: 51.080246913580254%, best action: KRKKR, dices: 4,1,3,4,5
Iteration 7487, progress: 51.093106995884774%, best action: KRRKR, dices: 4,1,3,4,6
Iteration 7488, progress: 51.105967078189295%, best action: RKRRK, dices: 4,1,3,5,1
Iteration 7489, progress: 51.11882716049383%, best action: RRRKR, dices: 4,1,3,5,2
Iteration 4859, progress: 51.13168724279835%, best action: RKRKR, dices: 4,1,3,1,3
Iteration 7490, progress: 51.144547325102884%, best action: RKKRK, dices: 4,1,3,5,3
Iteration 7491, progress: 51.157407407407405%, best action: RRRKK, dices: 4,1,3,5,5
Iteration 5496, progress: 51.17026748971193%, best action: KKRKR, dices: 4,1,3,1,6
Iteration 5497, progress: 51.18312757201646%, best action: RKRRK, dices: 4,1,3,6,1
Iteration 2269, progress: 51.19598765432099%, best action: RKRKR, dices: 4,1,3,2,5
Iteration 966, progress: 51.208847736625515%, best action: RKKRR, dices: 4,1,3,3,2
Iteration 6119, progress: 51.22170781893004%, best action: KRRRK, dices: 4,1,3,6,4
Iteration 967, progress: 51.23456790123457%, best action: RRKRR, dices: 4,1,3,6,5
Iteration 6120, progress: 51.2474279835391%, best action: RKRKK, dices: 4,1,3,6,6
Iteration 3586, progress: 51.26028806584362%, best action: RKKRR, dices: 4,1,3,2,6
Iteration 3587, progress: 51.27314814814815%, best action: KKKKR, dices: 4,1,4,1,3
Iteration 3588, progress: 51.28600823045267%, best action: KKKKK, dices: 4,1,4,1,4
Iteration 3589, progress: 51.29886831275721%, best action: KKKKR, dices: 4,1,4,1,5
Iteration 2913, progress: 51.31172839506173%, best action: KRKKK, dices: 4,1,3,3,6
Iteration 2914, progress: 51.32458847736625%, best action: KKKRK, dices: 4,1,4,2,1
Iteration 2915, progress: 51.33744855967078%, best action: KRKKK, dices: 4,1,4,2,2
Iteration 6800, progress: 51.3503086419753%, best action: KKRRK, dices: 4,1,3,4,1
Iteration 6801, progress: 51.36316872427984%, best action: KRKRK, dices: 4,1,4,2,4
Iteration 4265, progress: 51.37602880658436%, best action: KRKRK, dices: 4,1,3,4,3
Iteration 338, progress: 51.388888888888886%, best action: RRKKK, dices: 4,1,3,3,3
Iteration 1643, progress: 51.40174897119342%, best action: KRKKK, dices: 4,1,3,4,4
Iteration 1644, progress: 51.41460905349794%, best action: KRKRR, dices: 4,1,4,3,2
Iteration 339, progress: 51.427469135802475%, best action: KKKRK, dices: 4,1,4,3,1
Iteration 340, progress: 51.440329218106996%, best action: KKKRK, dices: 4,1,4,3,4
Iteration 341, progress: 51.45318930041153%, best action: KRKRR, dices: 4,1,4,3,5
Iteration 4860, progress: 51.46604938271605%, best action: RRKKK, dices: 4,1,3,5,4
Iteration 4861, progress: 51.47890946502057%, best action: KKKKR, dices: 4,1,4,4,1
Iteration 4862, progress: 51.491769547325106%, best action: KRKKR, dices: 4,1,4,4,2
Iteration 4863, progress: 51.504629629629626%, best action: KRKKR, dices: 4,1,4,4,3
Iteration 5498, progress: 51.51748971193416%, best action: KRRKK, dices: 4,1,3,6,2
Iteration 5499, progress: 51.53034979423868%, best action: KRKKR, dices: 4,1,4,4,5
Iteration 7492, progress: 51.54320987654321%, best action: KKRRK, dices: 4,1,3,5,6
Iteration 2270, progress: 51.556069958847736%, best action: RRKRK, dices: 4,1,3,6,3
Iteration 6121, progress: 51.568930041152264%, best action: RKRKR, dices: 4,1,4,1,2
Iteration 6122, progress: 51.58179012345679%, best action: KRKRR, dices: 4,1,4,5,3
Iteration 968, progress: 51.59465020576132%, best action: RKRKK, dices: 4,1,4,1,1
Iteration 969, progress: 51.60751028806584%, best action: KRKKK, dices: 4,1,4,5,5
Iteration 970, progress: 51.620370370370374%, best action: KRKRR, dices: 4,1,4,5,6
Iteration 2916, progress: 51.633230452674894%, best action: KKKKR, dices: 4,1,4,2,3
Iteration 2917, progress: 51.64609053497943%, best action: KRKRR, dices: 4,1,4,6,2
Iteration 6802, progress: 51.65895061728395%, best action: RKRRR, dices: 4,1,4,2,5
Iteration 6803, progress: 51.67181069958847%, best action: KRKRK, dices: 4,1,4,6,4
Iteration 3590, progress: 51.684670781893004%, best action: RRKRK, dices: 4,1,4,1,6
Iteration 4266, progress: 51.697530864197525%, best action: RRKRR, dices: 4,1,4,2,6
Iteration 4267, progress: 51.71039094650206%, best action: KRKRR, dices: 4,1,4,6,6
Iteration 4268, progress: 51.72325102880658%, best action: RKRKK, dices: 4,1,5,1,1
Iteration 4269, progress: 51.736111111111114%, best action: RKRKR, dices: 4,1,5,1,2
Iteration 4270, progress: 51.74897119341564%, best action: RKRKR, dices: 4,1,5,1,3
Iteration 3591, progress: 51.76183127572016%, best action: KRRRK, dices: 4,1,5,1,4
Iteration 1645, progress: 51.7746913580247%, best action: RRRKK, dices: 4,1,4,3,3
Iteration 3592, progress: 51.78755144032922%, best action: RKRKR, dices: 4,1,5,1,6
Iteration 1646, progress: 51.80041152263375%, best action: RKKRK, dices: 4,1,5,2,1
Iteration 3593, progress: 51.81327160493827%, best action: KRRKK, dices: 4,1,5,2,2
Iteration 3594, progress: 51.82613168724279%, best action: KKKKK, dices: 4,1,5,2,3
Iteration 3595, progress: 51.83899176954733%, best action: RRKRR, dices: 4,1,5,2,4
Iteration 3596, progress: 51.85185185185185%, best action: RRKRK, dices: 4,1,5,2,5
Iteration 3597, progress: 51.86471193415638%, best action: RRKRR, dices: 4,1,5,2,6
Iteration 342, progress: 51.8775720164609%, best action: KKKRR, dices: 4,1,4,3,6
Iteration 343, progress: 51.89043209876543%, best action: KKKKK, dices: 4,1,5,3,2
Iteration 344, progress: 51.90329218106996%, best action: RRRKK, dices: 4,1,5,3,3
Iteration 345, progress: 51.916152263374485%, best action: KRRRK, dices: 4,1,5,3,4
Iteration 4864, progress: 51.92901234567901%, best action: KRKKK, dices: 4,1,4,4,4
Iteration 4865, progress: 51.94187242798354%, best action: RRKKR, dices: 4,1,5,3,6
Iteration 346, progress: 51.95473251028807%, best action: RRKRK, dices: 4,1,5,3,5
Iteration 5500, progress: 51.967592592592595%, best action: KKKKR, dices: 4,1,4,4,6
Iteration 347, progress: 51.980452674897116%, best action: KRRKR, dices: 4,1,5,4,2
Iteration 5501, progress: 51.99331275720165%, best action: KRRKR, dices: 4,1,5,4,3
Iteration 5502, progress: 52.00617283950617%, best action: KRKKK, dices: 4,1,5,4,5
Iteration 348, progress: 52.019032921810705%, best action: KKRKK, dices: 4,1,5,4,4
Iteration 349, progress: 52.031893004115226%, best action: RKKKK, dices: 4,1,5,5,1
Iteration 1647, progress: 52.044753086419746%, best action: KRRRK, dices: 4,1,5,4,6
Iteration 1648, progress: 52.05761316872428%, best action: RRKKR, dices: 4,1,5,5,3
Iteration 7493, progress: 52.0704732510288%, best action: RKKKK, dices: 4,1,4,5,1
Iteration 7494, progress: 52.083333333333336%, best action: RRKKK, dices: 4,1,5,5,5
Iteration 2918, progress: 52.096193415637856%, best action: RRRRR, dices: 4,1,4,6,3
Iteration 2919, progress: 52.109053497942384%, best action: RRKRR, dices: 4,1,5,6,2
Iteration 2920, progress: 52.12191358024691%, best action: RRRRR, dices: 4,1,5,6,3
Iteration 7495, progress: 52.13477366255144%, best action: RKRRK, dices: 4,1,5,6,1
Iteration 6123, progress: 52.14763374485597%, best action: KRRRR, dices: 4,1,4,5,4
Iteration 971, progress: 52.160493827160494%, best action: RRKRR, dices: 4,1,4,6,1
Iteration 2271, progress: 52.17335390946503%, best action: RRKRR, dices: 4,1,4,5,2
Iteration 2272, progress: 52.18621399176955%, best action: RKRKR, dices: 4,1,6,1,2
Iteration 2273, progress: 52.19907407407407%, best action: RKRKR, dices: 4,1,6,1,3
Iteration 2274, progress: 52.211934156378604%, best action: KKRKK, dices: 4,1,6,1,4
Iteration 2275, progress: 52.224794238683124%, best action: RKRKR, dices: 4,1,6,1,5
Iteration 2276, progress: 52.23765432098766%, best action: RKKKK, dices: 4,1,6,1,6
Iteration 2277, progress: 52.25051440329218%, best action: RRRRR, dices: 4,1,6,2,1
Iteration 2278, progress: 52.2633744855967%, best action: RRRKK, dices: 4,1,6,2,2
Iteration 6804, progress: 52.276234567901234%, best action: RRRRK, dices: 4,1,4,6,5
Iteration 6805, progress: 52.28909465020576%, best action: RRRRK, dices: 4,1,6,2,3
Iteration 3598, progress: 52.30195473251029%, best action: RRRRK, dices: 4,1,5,3,1
Iteration 3599, progress: 52.31481481481482%, best action: RKRRR, dices: 4,1,6,2,5
Iteration 3600, progress: 52.32767489711934%, best action: RRKRK, dices: 4,1,6,2,6
Iteration 3601, progress: 52.34053497942387%, best action: RKRRK, dices: 4,1,6,3,1
Iteration 4271, progress: 52.35339506172839%, best action: KKRRK, dices: 4,1,5,1,5
Iteration 4866, progress: 52.36625514403293%, best action: RRRKR, dices: 4,1,5,4,1
Iteration 4867, progress: 52.37911522633745%, best action: KRRRK, dices: 4,1,6,3,4
Iteration 4868, progress: 52.39197530864198%, best action: RRRRR, dices: 4,1,6,3,5
Iteration 1649, progress: 52.4048353909465%, best action: RRKRR, dices: 4,1,5,5,4
Iteration 1650, progress: 52.41769547325102%, best action: RKRRK, dices: 4,1,6,4,1
Iteration 1651, progress: 52.43055555555556%, best action: KRRKR, dices: 4,1,6,4,2
Iteration 1652, progress: 52.44341563786008%, best action: KRRKR, dices: 4,1,6,4,3
Iteration 1653, progress: 52.45627572016461%, best action: KRRKK, dices: 4,1,6,4,4
Iteration 350, progress: 52.46913580246913%, best action: KRRKK, dices: 4,1,5,5,2
Iteration 2279, progress: 52.48199588477366%, best action: KRKKK, dices: 4,1,6,4,6
Iteration 2280, progress: 52.494855967078195%, best action: RKRRR, dices: 4,1,6,5,2
Iteration 2921, progress: 52.507716049382715%, best action: KKRRR, dices: 4,1,5,6,4
Iteration 2922, progress: 52.52057613168725%, best action: KRRRK, dices: 4,1,6,5,4
Iteration 5503, progress: 52.53343621399177%, best action: KRKKR, dices: 4,1,5,5,6
Iteration 2923, progress: 52.54629629629629%, best action: KRRKK, dices: 4,1,6,5,5
Iteration 5504, progress: 52.559156378600825%, best action: RRKRK, dices: 4,1,6,5,6
Iteration 5505, progress: 52.572016460905346%, best action: RRKKR, dices: 4,1,6,6,2
Iteration 5506, progress: 52.58487654320988%, best action: RRKKR, dices: 4,1,6,6,3
